name,ile_pat
MORACZEWSKI ANDRZEJ,2
FABRITIUS CHARLES-HENRY,2
GRZESIAK GRZEGORZ PAWEL,2
TS BIURA ST PROJEKT,2
PLAZUK DAMIAN,2
LAZISKA ELEKTROWNIA,2
LUNIO RAFAL,2
BAL WOJCIECH,2
NIEMYJSKI TADEUSZ,2
MANIUKIEWICZ WALDEMAR,2
GINALSKA GRAZYNA,2
PRZED PRODUKCYINO HANDLOWO USLUZGOWE,2
LDQUO HTL STREFA & RDQUO SPOLKA AKCYJNA,2
Wasyłeczko Zenon,2
KLIMEK RUDOLF PROF,2
PREZEDSIEBIORSTWO PROJEKTOWANI,2
CHESPA WYKROJNIKI SP Z O O,2
ZAKLAD MECHANICZNY WAGRAF WARS,2
NIEKRASZEWICZ BARBARA,2
SZUMOWSKI LUKASZ,2
GALUSZKIEWICZ ZBIGNIEW WIESLAW,2
BERNACKI KRZYSZTOF,2
SAYED KARIM AL,2
KASPRZAK MICHAL,2
FIGIEL LUKASZ,2
DOMANOWSKI WOJCIECH,2
REDNOWSKI JANUSZ,2
OKONIEWSKI DARIUSZ,2
PODBIELSKA HALINA,2
MOŚCICKI IRENEUSZ,2
ENERGA ELEKTROWNIE OSTROLEKA SA,2
KOLODZIEJAK PAWEL JACEK,2
KAPUSTA JOSEF,2
ZAKLADY CHEMICZNE SIARKOPOL TA,2
PLAWSKI WIKTOR K,2
ZIOLKO RAFAL,2
WYDZIAL FIZYKI UNIV W BIALYMSTOKU,2
NEJMAN-FALENCZYK BOZENA,2
WYKRZYKOWSKA JOANNA J,2
TERRA BOGUSLAW ALBINOWSKI,2
ROMANOWICZ PIOTR,2
W & B MOLD WB SPOLKA Z OGRANIC,2
ANDEL TECHNOLOGY POLSKA SP Z O O,2
MEPROZET STARE KUROWO SPÓLKA Z O O,2
KOPLIN ZENON S,2
LASEK SEBASTIAN,2
MACIEJKO DOROTA,2
JASTRZEBSKA BEATA,2
VELGOSH ZBIGNEV,2
GRZYBKOWSKI WACLAW,2
CHRZANOWSKI WOJCIECH,2
INST LEKOW,2
Iwaniec Janusz,2
ZUK MAGDALENA,2
STACHEL ALEKSANDER ANDRZEJ,2
BAS WLODZIMIERZ,2
KACA WIESLAW,2
INST FARMAKOLOGII PAN,2
KRZYSIEK JAN,2
ARABSKI MICHAL,2
PROFILE VOX SPOLKA Z ORGRANICZONA ODPOWIEDZIALNOSCIA SP K,2
SZPONAR BOGUMILA,2
EC ENG SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,2
INVENTOO SP Z O O,2
WERNER KENKEL SP Z O O,2
SZUSTER MROSLAW,2
CELLIS SP Z O O LTD,2
INST WŁÓKIENNICTWA,2
STEELPRESS SP Z O O GMBH,2
PLUCIENNIK ANDRZEJ,2
JACZEWSKI ANDRZEJ,2
WIATROWSKA ANETA,2
ZIOLKO PAWEL,2
DEPKA PIOTR MACIEJ,2
ZAKLADY WYTWORCZE PODZES,2
INNOWACJA CONSULTING POZNAN,2
ZBRZEZNY ADAM,2
ZAKLADY CELULOZY I PAPIERU,2
RYBACKI RAFAL,2
PEDRAK ROBERT,2
PSHEDSHENB ORSTVO PRODUKTSYJNO,2
ZJEDNOCZENIE PRZEMYSLU OKRETOW,2
GOCZYNSKI BOGDAN,2
CORNING CABLE SYSTEMS POLSKA SP ZO O,2
ROSZKOWSKI PIOTR,2
UNIV WODZKI,2
PROD NAUKOWY K,2
SZYMANSKI MARIUSZ,2
KULEWSKI KRZYSZTOF,2
LARS CO SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,2
SZNITOWSKA MALGORZAT,2
CEBEA,2
CEBULA ADAM,2
MARCELI CYRKIEWICZ,2
INST ROSLIN I PRZETWOROW ZIELA,2
OBER CONSULTING LTD,1
SLOMKA MAREK,1
ZakLad Produkcji Obuwia “LEMIGO”,1
BALYS KAROL,1
PRZYRZADOW I UCHWYTOW BIALYSTO,1
KOSINSKI CYKLON UNIWERSALNY BRONISLAW,1
MODLINSKI RAFAL,1
ROBOTYKA COM,1
ZACHODNIOPOMORSKI UNIV TECHNOLOGICZNY W SZCZECINIE,1
TREPOW ALFRED,1
SPOERRI JOHANN HEINRICH,1
SERUGA RYSZARD,1
BOEHME ALBERT,1
ZAKLAD MECHANICZNY MESTIL SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,1
OSTROWSKA KINGA,1
DYNER MAREK,1
ZAWADZKI KRZYSZTOF,1
WALCZAK MARIUSZ,1
INNOVATIVE WORKFORCE STRATEGIES SP Z O O,1
GRUZA HENRYK,1
STEFAŃSKI ADAM,1
KSM VISION SP Z O O,1
LINKA KRZYSZTOF,1
WALKOWIAK JEDRZEJ,1
TOMASZ IGLEWSKI,1
GUT HENRYK,1
SENSDX SP Z O O,1
PRZED PRODUKCYJNO USLUGOWO HANDLOWE AKPIL KAZIMIERZ ANIOL,1
MIRKOWSKI RAFAL,1
GRZONKOWSKI SLAWOMIR,1
PAZDZIOREK TADEUSZ,1
LIEBERT CONSTANTIN,1
WISZNIEWSKI LECH,1
INTELCLINIC SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,1
GRZONKOWSKA TERESA,1
INTELICLINIC SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,1
KLUZA MARCIN,1
KEMISKE FABRIKANTER CHEMICZNY,1
ACTIVE-TEXT COMPANY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZ,1
PPHU KLINAR Maciej Krawczyk,1
ZAKLAD DOSWIADCZALNY PRZY ZUCH,1
KAPKA PRZEMYSŁAW,1
ALL POLISH MINING CO OF BROWN,1
TYSZKIEWICZ KAZIMIERZ,1
PRZEMYSLOWY INST ELEKTRONIKI I,1
Heart Spòlka Z Ograniczona Odpowiedzialnoscia,1
PRZED CHEMII GOSPODARCZEJ PROD,1
ROSENBLUM LEON BRECH OCH EDMUN,1
SZELIGA SLAWOMIR,1
GLOWINSKA AGNIESZKA,1
ZAWADZKA ANNA,1
PEITZ BRYGIDA,1
BARANOWSKI JACEK M,1
AIC SPŐŁKA AKCYJNA,1
AjSiBi FARMA SPULKA YAVNA,1
AEREK BARTTOMIE MACIEJ,1
ALICJA LANGSTEINER,1
PRZYGODZKI TOMASZ,1
PLASZCZYCA MALGORZATA,1
CZARNECKA BARBARA MARIA,1
KRYNICKI ADAM,1
OS BAD ROZWOJOWY KOPAREK I HYD,1
ANDRES KRYSTIAN MARCIN,1
CENTORIUM SP Z O O,1
ALIEN INSPIRED TECHNOLOGIES AI,1
BIELAS SLAWOMIR,1
GRZESKOWIAK BOGDAN DR,1
PILACINSKI WLODZIMIERZ,1
KOPALNIA WEGLA BRUNAT TUROW,1
SORNEK ANDRZEJ,1
PRZEMYSLU NARZEDZIOWEGO VIS K,1
WISNIEWSKI JANUSZ,1
ZAKLADY RADIOWE UNITRA ELTRA,1
NIEDZIALKOWSKI ANDRZEJ,1
LANKOFF TOENDEFABRIKANT ANTONI,1
LASKUS KORNEL JAN,1
NEBIOLO POLSKA SP Z O O,1
REWA SP ZO O,1
KOWALSKI JACEK,1
ZAKLADY HUTNICZO PRZETWORCZE,1
GORAK ANDRZEJ,1
HAPONIUK KATARZYNA,1
KARNICKI MICHAEL,1
MORAWSKI ANTONI W,1
MARCIN SZENDER MSP,1
Andrew Nowicki,1
ZUK MR SYSTEM SP Z O O,1
HYK WOJCIECH,1
Szelągowski Michał,1
KACZOR GRAZYNA,1
SZERMER-OLEARNIK BOZENA,1
GULBA MIROSLAW,1
RS PET SPÓŁKA Z O O,1
ATM MOBILE CO LTD,1
INST OF BIOORG CHEMISTRY POLISH ACADEMY OF SCIENCES,1
WITOPLAST KISIELINSCY SPÓLKA JAWNA,1
INZYNIERIA MASZ KLIMATYCZNYCH I URZADZEN SPECJALNYCH SP Z O O,1
EDICA S A,1
LEWANCZYK DAWID,1
MASZYN GORNICTWA ODKRYWKOWEGO,1
KAMINSKA E JANINA,1
CZUPRYNA SLAWOMIR,1
PLASMA SYSTEM SPOLKA AKCYJNA,1
TS B KONSTRUK,1
KONIECZNY ADAM,1
PENCZEK PIOTR,1
NARANIECKA BARBARA,1
NOWAK INNOVATIONS SPÓLKAZ OGRANICZONA L ODPOWIEDZIALNOSCIA,1
TKACZ ELZBIETA,1
KUREK ANNA,1
ZERANSKI STANISLAUS,1
LITWIN-STASZEWSKA ELZBIETA,1
SZPALA STANISLAW,1
LEPTUCH STANISLAW,1
WAWRZYNSKI PAWEL,1
PRZED PROD HANDLOWE AKCESORIA JEZDZIECKIE FRANCISZEK PERA,1
IMBIEROWICZ JAROSLAW,1
METAL MASTER,1
EURO BOX SP ZO O,1
GOROWSKI WIKTOR,1
ECOFUEL SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,1
PIATEK STANISDAW,1
F M ROTOX SP Z O O,1
KOSTRZEWA HALINA,1
BOROWIECKI ROBERT,1
CZARNOTA JERZY LECH,1
MACCYK WOJCHIECH,1
INST FIZYKI PLAZMY LASEROWEJ,1
PILARCZYK WOJCIECH,1
PRZED TECHNICZNO HANDLOWE AKRA,1
OPUS SPULKA Z OGRANICHONO ODPOVEDZYALNOSTSE,1
REDZYNIA MALGORZATA,1
BONCLER MAGDALENA,1
KUREK JANUSZ,1
PPW KONTEX KRZYSZTOF KONDRATOW,1
ZAKLAD DOSKONALENIA ZAWODOWEGO,1
PPHU PROSPERPLAST SP J,1
SUPERSNOW SPÓLKA AKCYJNA,1
INST NISKICH TEMPERATURE I BADAN STRUKTURALNYCH,1
MAKOSZA MYECZISLAW,1
LUDOWSKI PAWEL,1
REMARK KAYSER SP Z O O,1
ZIEMIANOWICZ KRZYSZTOF,1
PIANKA DARIUSZ,1
SWIATKOWSKI KAROL,1
JANCZAK EDWARD,1
WOLANSKI PIOTR,1
ZMIJEWSKI MICHAL A,1
GALUSZEWSKI NORBERT,1
KRUKOWSKI STANISLAW,1
INST VLOKEN KHIM,1
KUBICA KRZYSZTOF,1
SPARK-TECH SP Z O O,1
ZORDAN GIOVANNI,1
SCIERZYNSKI RYSZARD,1
ACTIVE-TEXT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,1
ZAKLADY URZADZEN PRZEMYSLOWYCH,1
JANKEVICH JANUSH MAREK,1
INST CHEMI BIOORG POLSKIEJ AKADEMII NAUK,1
MAKSYMILIAN PLUTA INST OF APPLIED OPTICS,1
INST MAT OGNIOTRWALYCH,1
INSNYTUT CHEMICZNEF PRZEROBKI WEGLA,1
ZAKLADY MASZYN CHEMICZNYCH,1
PRZYBYLOWSKI PIOTR,1
MIECZNIKOWSKI ANTONI,1
DZIEDZIC MAGDALENA,1
KACZOR ROMAN,1
PIOTROWIAK DOMINIK,1
A & O EXPERT OLGIERD OLSZEWSKI,1
WRÓBEL JASIEK,1
DURDA KATARZYNA,1
MEDIA4SHOPPERS SP Z O O,1
POLITECHNIKA WROCLAWSKA (WROCLAW UNIV OF TECHNOLOGY),1
MARBET SPÓLKA Z O O,1
BOHAMET SPOLKA AKCYJNA,1
ARSENIUK ELZBIETA,1
RADLICZ ANDRZEJ JACEK,1
ATASKIEWICZ RADOMIR,1
CT TECHNIKI OKRETOWEJ S A,1
ZAKLADY FARMACEUTYCZNE S A,1
FLEJSZER WLODZIMIERZ,1
GEMIUS SPÓŁKA AKCYJNA,1
KOWALEWSKI EUGENIUSZ,1
WIDOK LESZEK PADUSZYNSKI,1
WOJEWODZKA SPODZIELNIA MIESZKA,1
PISKOZH Tomash Tadeush,1
ARKADA ADRIAN STYL WEDLUG MEZCZYZNY,1
PREDOM LUCZNIK ZAKLADY METALOW,1
JALOWIECKI ZDZISLAW,1
LIPPOK ANTON,1
PRZED WIELOBRANZOWE BOWI STYL,1
KOZLOWSKI WIESLAW,1
LYSKAWA PIOTR,1
FURMANIAK ANDRZEJ KAROL,1
JOZWIAK BARTLOMIEJ,1
HOFMANSKY ERIC,1
LEONOWICZ ANDRZEJ,1
INST CHEMII PRZEMYSKOWEJ,1
TOROIDY PL TRANSFORMATORY LECH LACHOWSKI,1
KAMINDKI ANDRZEJ,1
HANAUSEK PAWEL,1
THERMOLYTIX SP Z O O,1
3D STUDIUM FORM PRZEMYSLOWYCH,1
NAPIERACZ ZBIGNIEW,1
GAJERSKI RYSZARD,1
ARCHITOP ANDRZEJ ZATWARNICKI,1
WOS PRZEMYSLAW ALEXANDER,1
GANCARZ RADEK,1
KIJUC RADOSLAW,1
ZAWADSKI KRZYSZTOF,1
NIPARKO MACIEJ,1
WACLAWIK ANDRZEJ,1
NIEMOELLER GERD,1
MRÓZ TOMASZ,1
GRABOWSKI BOLESLAW,1
SITNICKI RYSZARD SZCZEPAN,1
EKOENERGETYKA - POLSKA SP Z O O,1
INST NAWOZÓW SZTUCZNYCH,1
SECO WARWICK SPOLKA Z O O LTD,1
B KOMPLETOWANIA ZAKLADOW PRZEM,1
MOZDZIERSKI ZBINGNIEW,1
OS BAD ROZWOJOWY SAMOCHODOW M,1
VALDOVINOS JUAN PAULO CHAVEZ,1
ZAKŁADY FARMACEUTYCZNE POLPHARMA S A,1
BRACH JERZY,1
WROCŁAWSKIE CENTRUM BADAŃ EIT+ Sp z o.o.,1
CIACH MICHAL,1
SZLOWIENIEC ZOFIA,1
MUDITA SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,1
PRZED PRODUKCJI FARM HASCO-LEK S A,1
BARTKOWIAK ARTUR,1
STRABAG SP Z O O,1
VYZHSHA SHKOLA INZHYNERSKA,1
MASSPAY SP ZO O,1
CIUNIK ZBIGNIEW,1
GALEZIOWSKI KONRAD,1
SPADLO MIKOLAJ,1
JAROSLAWSKA JULIA,1
DABSKA DOROTA,1
JANICKI DOMINIK,1
TAAVELA JARI ESA,1
WIFAMA-PREXER SP Z O O,1
SUWALSKI RYSZARD,1
B&P ENG SP Z O O SP KOMANDYTOWA,1
NOWY WIREK BYT RUD GWARECT WEG,1
NAROD STEVEN,1
STEPNIEWSKI ROMAN,1
WINENERG SPÓLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA SPOLKA KOMANDYTOWO - AKCYJNA,1
PRZEMYSLOWY INSTYTUT MASZYN,1
WOJCIECH MAZUR,1
CURIOSITY DIAGNOSICS SP ZOO,1
SZYMANSKA ANETA,1
KLINKE STANISLAW,1
KONARSKI LUKASZ,1
RAUBIC LUCJAN,1
BIOWIN SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA SP K,1
KRAWCZYK JOANNA,1
ZAKLAD DOSWIADC ALNY,1
NALEPA RADOSLAW,1
CIASTON GRZEGORZ,1
ZABOROWSKI TOMASZ,1
OLBRZYMEK LESZEK,1
JARZABEK IRENEUSZ,1
KACZOR JERZY,1
GRANOWSKI ROBERT,1
APIS SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,1
DESTYLARNIA SOBIESKI S A,1
SOPACA MICHAD PIOTR,1
BIEDUNKIEWICZ ANNA,1
WGW GREEN ENERY POLAND SP Z O O,1
BUCZKOWSKI PIOTR,1
DOMDECO SPOLKA AKCYJNA,1
CZOCHRON KAFMICZ,1
UNIV IM A MICKIEWICZA,1
HEMOTX SPÓLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,1
ODRZYWOLSKA MADGORZATA,1
TURCZYN ELZBIETA,1
LESZCZYNSKI ANDRZEJ,1
INST FARMACEUTYCZNY JEDNOSTKA BADAWCZO ROZWOJOWA SP Z O O,1
SORTER S C,1
MAJENN SP ZO O,1
KACZMAREK RENATA,1
MALINOWSKI SZCZEPAN,1
ZAKLAD POLIMEROW POLSKA AKADEM,1
SADOWSKI RAFAL,1
ISKANDER DAOUD ROBERT,1
VITKOVICE FF SPOLKA Z ORGANICZONA ODPOWIEDZIALNOSCIA,1
INST BIOTECHNOLOGII PRZEMYSLU ROLNO SPOZYWZEGO,1
CMC SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,1
GRADON BOGUSLAW,1
WOJDYŁA ARTUR,1
BOLPAGNI GIANPIETRO,1
JANUS KRZYSZTOF,1
TATURA J,1
JEDRZEJEWSKI ANDRZEJ,1
POLSKA AKADEMIE NAUK INST TECH,1
ORZESZEK MARIUSZ,1
LIBAN STEFAN,1
POLSKA AKADEMIA NAUK INST AUTO,1
FIALKOWSKA EDYTA,1
MACTRONIC SP Z O O,1
STOJAK PIOTR,1
KAWCZYNSKI JANUSZ,1
INST TEROTECHNOLOGY,1
PACZKOWSKI KRYSTIAN W,1
INST NISKICH TEMPERATUR I BADAŃ STRUKTUALNYCH IM,1
ZMP TRADE SP Z O O,1
KOZLOWSKA JADWIGA,1
WERYNSKI ANDRZEJ,1
SADOWSKI MARCIN,1
QUAI PAK SC PIOTR WNUK MAROLA WNUK,1
KOTLINSKA EWA,1
B P PRZEMYSLU SZKLARSK CERAMIC,1
KRZYWIEC ALEXANDER,1
SACHARCZUK MARIUSZ,1
INST AGROFIZYKI IM BOHDANA DOBRZANSKIEGO PAN,1
EGZOTECH SPÓŁKA Z O O,1
PPUH AUTOPART JACEK BAK SP Z O O,1
RYBAK KRZYSZTOF,1
CT ONKOLOGII INST IM MARII SKŁODOWSKIEJ CURIE,1
WEST POMERANIAN UNIVERSITY OF TECHNOLOGY SZCZECIN,1
NAUKOWO PROD CT POLF,1
CT BADAN MOLEKULARNYCH IMAKROM,1
FIBER GROUP S A,1
B PROEKTOV I DOSTAV UZHONDZEN,1
MIŚKIEWICZ MAREK,1
SVENSSON KAROL,1
SZLAG DANIEL,1
SKOCZYLAS MARCIN,1
PRZED WDROZENIOWO-PRODUKCYJNE NEEL SP Z O O,1
BRYZIK GRZEGORZ,1
INTERGEO REAL ESTATE DEV SP Z,1
SIKORSKI ALEKSANDER F,1
INST KHEMI ORGANICHNEJ POL SKAJA AKADEMIJA NAUK,1
RYDAROWSKI HENRYK,1
KORYCINSKA MONIKA,1
J HABER INST OF CATALYSIS AND SURFACE CHEMISTRY,1
GORYLUK DOBROMIR,1
MEDICAL UNIVERSITY OF BIALYSTOK,1
MAINKA JOSEF KONRAD,1
SALPERTE SP Z O O,1
PRESTIGE GLASS ADAM STOBBA,1
PCC PRODEX SP Z O O,1
PRZED PRZEMYSLOWO HANDLOWE CEN,1
JAROSZEWICZ PIOTR,1
BP TECHEM S A,1
CLEBRE SO Z O O,1
S L INVEST SEBASTIAN ŁABANOWICZ,1
ASTON INVEST SPOŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,1
POLITECHNIKA POZANSKA,1
BRZOSKO ARMAND,1
LAPKOWSKI MIECZYSLAW,1
DOSTAW TEODOR,1
CENT MECH GORICT KOMAG,1
WIERZBICKE ZBIGNIEW,1
MAJOWSKI JACEK,1
ZAKL MECH PROGRESS,1
POTYKA ANDRZEJ,1
DOMINIAK ANNA,1
MELDNER KRZYSZTOF S,1
BICZUJA ANATOLIJ,1
TS B KONSTRUKCJI OFRETOWYCH NR,1
LUDWIG HIRZFELD INST OF IMMUNO,1
JANUSZKIEWICZ EDWARD DR ING,1
FUNDACIA POLSKIE CT FOTONIKI SWIATLOWODOW,1
SEPEWE EKSPORT PRZEMUSLU OBRON,1
LAKMA STRETA SPOLKA Z O O,1
SZCZEPANIK JAN,1
KURZAWA RYSZARD,1
KAWA MACIEJ BARTLOMIEJ,1
FLYING FISH STASZ KIELKOWSKI S J,1
KOZAK LESLIE P,1
PROD HANDLOWA PAULA SP ZO O FA,1
KROLAK KRZYSZTOF,1
KACZOROWSKI KAMIL,1
SIERZANT ROMAN,1
MACHNICKI JERZY,1
BUJWICKI BERNARD,1
OLSZEWSKI OLGIERD KONRAD,1
STACHOWICZ ZBIGNIEW,1
MADRZYK JERZY,1
ŻEREK BARTŁOMIEJ,1
STEPIEN RYSZARD,1
POSPIECH JAROSŁAW,1
INST CHEMII ORGANICZNEJ POLSKIEJ AKADE,1
INST CIEZEIEJ SYNTERY ORGANIZN,1
INNOVATIVE SOLUTIONS SP Z O O,1
INSTYTUT TECH MATERIALÓW ELEKTRONICZNYCH,1
DIAKUN ANDRZEJ,1
RADOWSKI PAWEL,1
WRZESKI ROBERT,1
RODAK MARCIN,1
EVERX SP Z O O,1
URBANOWICZ ADAM MICHAL,1
BLASZCZYK DAWID,1
CAVICO SP Z O O,1
WACHAL TERESA,1
VR DRIVE SP Z O O,1
OLECH GRZEGORZ,1
MARCZEWSKI MAREK,1
OLEKSIEWICZ ANDRZEJ,1
KRYNICKI RECYKLING S A,1
LASKOWSKA GENOWEFA HENRYKA,1
PRZED POSTER SP Z O O,1
WALKANIS ANDRZEJ,1
LASKUS JAROSLAW PAWEL,1
COPERNICUS SP ZO O,1
KWIATKOWSKI JAROSLAW,1
JAROSZ JERZY,1
WISNIEWSKI TADEUSZ,1
MAROZAU BARYS,1
CZAJA WOJCIECH,1
BIOACTIVE TECH SP Z Z O,1
REMARK-KAYSER SP Z O O,1
BIOCHEFA FARMACEUTYCZNY ZAKLAD NAUKOWO PROD,1
PRZED PROJEKTOWANIA I REALIZAC,1
LIBAN JANUSZ,1
PIWOWARCZYK TOMASZ,1
ZAKLADY APARATURY ELEKTRYCZNEI,1
LAB KATALIZY STOSOWANEJ SWINGT,1
KOWALCZYK ZBIGNIEW,1
PRZED WIELOBRANZOWE RAWIMPEX MAREK CZERNIEJ,1
ZAKLADY CYNKOWE SILESIA PRZDSI,1
SERRANO-FERNANDES PABLO,1
SKOWERSKI KRZYSZTOF,1
CT ROZWOJU KAPITALU SPOLKA Z O O,1
BIALSKIE ZAKLADY URZADZEN TECH,1
NICOLAUS COPERNICUS UNIV IN TORUŃ,1
ADTAILY SP Z O O,1
DABCZYNSKI ZDZISFAW,1
INST ENERGETYKI - INST BADAWCZY,1
MEGATERM PLUS SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,1
OPOLSKIE PRZED,1
MENNICA PANSTWOWA WARSCHAU FA,1
SUBOCZ BOHDAN,1
PAGOWSKI WITOLD,1
ZAKLADY AZOTOWE KEDZIERZYN,1
BETKOWSKI ARTHUR,1
KORPUS MAREK ANDRZEJ,1
AGENCZA PODGORZE S C,1
INTERNAT TABACCO MACHINERY POLAND LTD,1
NYK MARCIN,1
MALITsKIJ Slavomir,1
DAN ROB DANIEL KUBACKI ROBERT TOMZIK SPOLKA JAWNA,1
OSTROWSKI PIOTR,1
UNI TROL SP Z O O,1
ZAKŁADY URZĄDZEŃ KOTŁOWYCH STĄPORKÓW SA,1
Garbolinski Marek,1
HENRYK KULAKOWSKI,1
PRZESMYCKI PRZEMYSTAW,1
GRAD JAN,1
FULINSKI ANDRZEJ,1
INST CIEZKIEY SYNTEZY ORGANICZ,1
MA KOSA KAZIMIERZ,1
"STOCZYŃSKA-FIDELUS, Ewelina",1
ALIEN INSPIRED TECHNOLOGIES AIT SP Z O O,1
INTERNETIONAL TOBACCO MACHINERY POLAND SP Z O O,1
KUMAR ANIL AGRAWAL,1
ADVANCED INFORMATION PROC SYSTEMS SP Z O O,1
KAZIMIERSKI WITOLD,1
TRW BRAKING SYSTEMS POLSKA SP Z O O,1
ISL SP Z O O,1
ALUSHIP TECHNOLOGY LTD,1
BIOTECH INNOVATIONS SPÓLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,1
BLAZ TERESA,1
JANOWSKA BOGUSLEWA,1
GUZOWSKI JAN,1
LESZCZYNSKA FABRIKA POMP,1
VITROSILICON S A,1
ERGO PLUS SP Z O O,1
GUZDEK TOMASZ,1
RUDZINSKI PAWEL,1
FIEDOROW RYSZARD,1
KWIATKOWSKI MACIEJ KRZYSZTOF,1
DIREKTSIJA EHKSPLOATATSII TSIS,1
OLKO PIOTR,1
EJK SP Z O O,1
PARTYKA KAZIMIERZ,1
INNTEC PL TOMASZ BLOCH,1
CT TECHNIKI OKRETOWEJ PRZED P,1
RADUSZEWSKI ANDRZEJ,1
AKADEMIA GORNICZ0 HUTNICZA IM STANISLAWA STASZICA,1
BORZESTOWSKI MAREK,1
MOCZYNSKI MAREK,1
JEDRZEJEWSKI PAWEL ARKADIUSZ,1
SZCZERBANIEWICZ JOANNA,1
RYCZEK MICHAL,1
SPW S C HANNA I TOMIASZ WACHOWIAK,1
CELON PHARMA Spłka Akcyjna,1
POLUDNIOWY OKREG ENERGET KATOW,1
KICKO WALCZAK EWA,1
SYPNIEWSKI MICHAL,1
UNIV MEDYCZNY IM PIASTOW SLASKICH,1
PRZED PENTAR STANISLAW RÓG,1
WISNIEWSKA WRONA MARIA,1
PANUSZ HENRYK,1
POLUDNIOWE ZAKLADY PRZEMYSLU E,1
PRZEDSI BIORSTWO WIELOBRAN OWE FUTURUM SP Z O O,1
NYCZ Ryszard,1
SILESIAN CATALYSTS SP Z O O,1
UNILEVER ERMERY N V,1
FICEK KRZYSZTOF,1
MICHALSKI JAN,1
VITROCHEM GROUP PRODUCTION,1
MEXEO WIESLAW HRECZUCH,1
ZAKLADY METALOWE SKARZYSKO,1
KUREK Yanush,1
DZIERZBICKI VICKTOR,1
WARSAW UNIV OF TECHNOLOGY,1
CT MERCHANIZACJI GORNICTWA KOM,1
WINIARSKA MAGDALENA,1
AKADEMIA GOMICZO HUTNICZA IM STANISLAWA STASZICA W KRAKOWIE,1
MOCH ARTUR,1
BARYLSKI MARCIN,1
MAZURCZAK PIOTR,1
MABION S A,1
GENOMTEC S A,1
GŁADKA AGNIESZKA,1
CARDIONOVUM S P Z O O,1
KADULA WIESŁAW,1
SDS OPTIC SP Z O O,1
GIERSZEWSKI LESZEK,1
STANIUK MARIUSZ,1
INST KHEMII I TEKHN YUNDROVEJ,1
BETZ BOGDAN,1
ELPLAST SP Z O O,1
INST ODLEWNICTWA E INSTYTUT CH,1
BYLINKA SLAWOMIR,1
DOSPEL SP Z O O,1
NIKODEM MICHAL,1
ZAMBRZYCKI JERZY WALDEMAR,1
ASURI SP Z O O,1
BEJMERT DANIEL,1
CT DES MATERIAUX POLYMERES ET CARBONES DE L ACADEMIE POLONAISE DES SCIENCES,1
ZETKAMA SPÓŁKA AKCYJNA,1
DEDE FURNITURE SP Z O O,1
SKÓRSKI MACIEJ,1
MIKE PIOTR,1
BIOPOINT M JANKOWSKI M NIEWIADOMSKA SPÓŁKA JAWNA,1
INST IMMUNOLOGII I TERAPII DOSWIADCZALNEJ POLSSKIEJ AKADEMII NAUK,1
GWADERA MARIUSZ,1
BIOENERGIA PLUS SP Z O O,1
HUTA ZYGMUNT,1
BANAS BOZENA,1
KULESZA KAMIL,1
POPLAWSKI LUCJAN,1
BLACH POL KRZYSZTOFIK PALYGA SP J,1
LAZARCZYK PAWEL,1
BLEDOWSKI DET FYSISKE INSTITUT,1
PELLAS X,1
KNAPIK SŁAWOMIR,1
POLKOWSKI KAROL,1
INTERNESHNL TOBAKKO MASHINERI POLAND SP Z O O,1
SPLAWINSKI JACEK,1
UNIV HUMANISTYCZNO PRZYRODNICZY,1
Borsiak Janusz,1
KRECIOCH LUKASZ STANISLAW,1
JEWULA ROBERT,1
BOESHA POLAND SP ZO O,1
PASZKOWSKI MAREK,1
APEIRON SYNTHESIS SPÓŁKA AKCYJNA,1
PAPROTNY JERZY,1
GELB YVES,1
KORABIK ANDRZEJ,1
INST BIOTECHNOLOGII PRZEMYSUL ROLNO SPOZYWCZE,1
JELICZ MICHAL,1
STAB VIDA INVESTIGACAO E SERVI,1
BARTOSZ SP J BUJWICKI SOBIECH F,1
STAKO IRENA STANIUK JACEK STAN,1
MISKOWIEC JACEK,1
HTL-STREFA SPOLKA-AKCYJNA,1
LANDSBERG JUSTYNA,1
IWASAKI KENTARO,1
ZALEWSKA ALDONA,1
RIGIPS POLSKA STAWIANY SP Z O,1
PRZEDSIĘBIORSTWO PRODUKCYĮNO HANDLOWO USŁUGOWE,1
